DURATION|age_group_cat|count|sum|prop|percent
15|50-64|552|1727|0.31962941517081644|31.962941517081646
15|65-74|247|1727|0.14302258251302838|14.302258251302838
15|75-84|153|1727|0.08859293572669369|8.859293572669369
15|85+|68|1727|0.03937463810075275|3.937463810075275
16|0-4|16|1475|0.010847457627118645|1.0847457627118644
16|5-17|76|1475|0.05152542372881356|5.1525423728813555
16|18-29|184|1475|0.12474576271186441|12.474576271186441
16|30-39|178|1475|0.12067796610169491|12.067796610169491
16|40-49|166|1475|0.11254237288135593|11.254237288135593
16|50-64|486|1475|0.32949152542372884|32.949152542372886
16|65-74|194|1475|0.13152542372881357|13.152542372881356
16|75-84|103|1475|0.06983050847457627|6.983050847457626
16|85+|72|1475|0.0488135593220339|4.88135593220339
17|0-4|23|1357|0.01694915254237288|1.694915254237288
17|5-17|63|1357|0.04642593957258659|4.642593957258659
17|18-29|183|1357|0.1348563006632277|13.48563006632277
17|30-39|149|1357|0.10980103168754606|10.980103168754605
17|40-49|136|1357|0.10022107590272661|10.022107590272661
17|50-64|467|1357|0.344141488577745|34.4141488577745
17|65-74|186|1357|0.13706705969049374|13.706705969049374
17|75-84|100|1357|0.07369196757553427|7.369196757553427
17|85+|50|1357|0.036845983787767135|3.6845983787767134
18|0-4|26|1477|0.017603249830737983|1.7603249830737984
18|5-17|68|1477|0.046039268788083954|4.603926878808395
18|18-29|194|1477|0.13134732566012186|13.134732566012186
18|30-39|177|1477|0.11983750846310089|11.98375084631009
18|40-49|177|1477|0.11983750846310089|11.98375084631009
18|50-64|487|1477|0.3297224102911307|32.97224102911307
18|65-74|206|1477|0.13947190250507785|13.947190250507784
18|75-84|97|1477|0.06567366283006093|6.567366283006093
18|85+|45|1477|0.03046716316858497|3.046716316858497
19|0-4|13|1246|0.01043338683788122|1.043338683788122
19|5-17|63|1246|0.05056179775280899|5.056179775280898
19|18-29|171|1246|0.13723916532905298|13.723916532905298
19|30-39|138|1246|0.11075441412520064|11.075441412520064
19|40-49|160|1246|0.12841091492776885|12.841091492776885
19|50-64|427|1246|0.34269662921348315|34.26966292134831
19|65-74|174|1246|0.13964686998394862|13.964686998394862
19|75-84|70|1246|0.056179775280898875|5.617977528089887
19|85+|30|1246|0.024077046548956663|2.4077046548956664
20|0-4|14|900|0.015555555555555555|1.5555555555555556
20|5-17|39|900|0.043333333333333335|4.333333333333334
20|18-29|113|900|0.12555555555555556|12.555555555555555
20|30-39|124|900|0.13777777777777778|13.777777777777779
20|40-49|133|900|0.14777777777777779|14.777777777777779
20|50-64|294|900|0.32666666666666666|32.666666666666664
20|65-74|120|900|0.13333333333333333|13.333333333333334
20|75-84|43|900|0.04777777777777778|4.777777777777778
20|85+|20|900|0.022222222222222223|2.2222222222222223
21|0-4|9|540|0.016666666666666666|1.6666666666666667
21|5-17|30|540|0.05555555555555555|5.555555555555555
21|18-29|80|540|0.14814814814814814|14.814814814814813
21|30-39|64|540|0.11851851851851852|11.851851851851853
21|40-49|73|540|0.13518518518518519|13.518518518518519
21|50-64|165|540|0.3055555555555556|30.555555555555557
21|65-74|81|540|0.15|15.0
21|75-84|24|540|0.044444444444444446|4.444444444444445
21|85+|14|540|0.025925925925925925|2.5925925925925926
22|0-4|1|92|0.010869565217391304|1.0869565217391304
22|5-17|5|92|0.05434782608695652|5.434782608695652
22|18-29|11|92|0.11956521739130435|11.956521739130435
22|30-39|9|92|0.09782608695652174|9.782608695652174
22|40-49|16|92|0.17391304347826086|17.391304347826086
22|50-64|31|92|0.33695652173913043|33.69565217391305
22|65-74|11|92|0.11956521739130435|11.956521739130435
22|75-84|4|92|0.043478260869565216|4.3478260869565215
22|85+|4|92|0.043478260869565216|4.3478260869565215
